dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,index_right,geoid,distance_meters,year
190517034,2019-10-18T00:00:00.000,2019-10-17,1700,05,Harbor,0532,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0321 0377 1300 0344,29,F,H,101,STREET,IC,Invest Cont,331,1300    MCDONALD                     AV,,33.7887,-118.2717,,,,,2452,06037294510,273.9762506795131,2019
141407234,2014-02-13T00:00:00.000,2014-02-13,0830,14,Pacific,1454,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,X,203,OTHER BUSINESS,IC,Invest Cont,440,4300    GLENCOE                      AV,,33.9873,-118.4403,,,,,2407,06037275400,354.2438393008202,2014
131605352,2013-02-04T00:00:00.000,2013-02-02,0500,16,Foothill,1656,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0386 0344,53,M,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,331,8600    APPERSON                     ST,,34.2561,-118.3201,,,,,1398,06037103401,103.71286619390418,2013
170705612,2017-02-07T00:00:00.000,2017-02-07,0800,07,Wilshire,0726,1,310,BURGLARY,0321 0344,46,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,200 S  FORMOSA                      AV,,34.071,-118.3462,500,UNKNOWN WEAPON/OTHER WEAPON,,,2074,06037214505,403.4419695380432,2017
141700728,2014-04-25T00:00:00.000,2014-04-24,1900,17,Devonshire,1758,1,520,VEHICLE - ATTEMPT STOLEN,1402 1612 0216,52,M,W,203,OTHER BUSINESS,IC,Invest Cont,520,10200    WOODLEY                      AV,,34.2556,-118.4849,,,998,,1463,06037109800,372.03262483104555,2014
150501174,2015-10-17T00:00:00.000,2015-10-16,1200,05,Harbor,0524,1,310,BURGLARY,0344 1607 0321 0354,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,1200 W  C                            ST,,33.772,-118.2762,,,,,2460,06037294900,362.421923734317,2015
131412471,2013-05-04T00:00:00.000,2013-04-08,2330,14,Pacific,1452,2,860,BATTERY WITH SEXUAL CONTACT,0400 0448,51,F,W,207,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,860,00    WASHINGTON                   BL,,33.9793,-118.4666,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2398,06037273902,575.4987470715264,2013
161325105,2016-12-21T00:00:00.000,2016-11-30,1530,13,Newton,1333,1,330,BURGLARY FROM VEHICLE,1611 0344 0352 1221,44,F,H,108,PARKING LOT,IC,Invest Cont,330,JEFFERSON                    BL,SAN PEDRO                    ST,34.0154,-118.2653,,,,,2158,06037226701,277.94991148767974,2016
171404083,2016-12-29T00:00:00.000,2016-12-29,0810,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,34,F,O,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,440,300    WORLD                        WY,,33.944,-118.4073,,,,,3867,06037980028,1531.9723164665684,2016
141519059,2014-10-19T00:00:00.000,2013-12-24,0700,15,N Hollywood,1522,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",0930 1822,54,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,653,7100    COLDWATER CANYON             AV,,34.1995,-118.4138,,,,,1576,06037123303,400.8780343873837,2013
180307332,2018-02-19T00:00:00.000,2018-02-19,1415,03,Southwest,0393,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1251 2024 1259 0445 0443,15,F,B,101,STREET,AA,Adult Arrest,230,4200    CRENSHAW                     BL,,34.0085,-118.3351,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,,,2210,06037234301,360.4043151352766,2018
131005148,2013-01-27T00:00:00.000,2013-01-26,1840,10,West Valley,1028,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,81,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740,16600    VANOWEN                      ST,,34.1939,-118.4946,,,,,1666,06037132101,402.91259094729537,2013
170605496,2017-01-28T00:00:00.000,2017-01-28,0515,06,Hollywood,0659,1,330,BURGLARY FROM VEHICLE,0344,56,M,H,101,STREET,IC,Invest Cont,330,SUNSET                       BL,KINGSLEY,34.0981,-118.3032,,,,,1855,06037191110,211.91746459488735,2017
141000546,2014-01-26T00:00:00.000,2014-01-25,2145,10,West Valley,1018,1,761,BRANDISH WEAPON,0334 1402 0603,43,M,H,104,DRIVEWAY,AO,Adult Other,761,7300    WOODLEY                      AV,,34.203,-118.4837,215,MACHETE,998,,3848,06037980008,379.13310598362625,2014
150308252,2015-03-12T00:00:00.000,2015-03-08,1500,03,Southwest,0377,2,624,BATTERY - SIMPLE ASSAULT,2000 1813 0400 0444,50,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,1200 W  38TH                         ST,,34.0173,-118.2973,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",626,,2181,06037231210,300.0288582448864,2015
191914444,2019-08-04T00:00:00.000,2019-08-04,1400,19,Mission,1991,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 0444 0451 0421 0422 1276 0448 2000 0913,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,236,8100 N  SEPULVEDA                    BL,,34.2184,-118.4698,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1622,06037127520,95.09729176884234,2019
141504627,2014-01-12T00:00:00.000,2014-01-08,0830,15,N Hollywood,1566,1,210,ROBBERY,1913 0100 0344 0104 0346 0431,25,M,W,108,PARKING LOT,IC,Invest Cont,210,RIVERSIDE                    DR,LANKERSHIM                   BL,34.1523,-118.3691,512,MACE/PEPPER SPRAY,,,1758,06037143200,362.4527243251376,2014
151720774,2015-12-19T00:00:00.000,2015-12-19,1611,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,33,M,B,404,DEPARTMENT STORE,AA,Adult Arrest,442,9300    TAMPA                        AV,,34.244,-118.5583,,,998,,1487,06037113301,102.90061950219452,2015
131004913,2013-01-21T00:00:00.000,2013-01-21,1100,10,West Valley,1091,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352,59,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,341,3700    GREEN GABLES                 DR,,34.138,-118.5598,,,,,1743,06037139802,1155.6466297485774,2013
161404544,2016-01-09T00:00:00.000,2016-01-07,0600,14,Pacific,1444,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,47,M,W,707,GARAGE/CARPORT,IC,Invest Cont,331,13600    MARINA POINTE                DR,,33.9857,-118.4435,,,,,2399,06037274100,362.3335634631778,2016
130619109,2013-08-06T00:00:00.000,2013-08-06,0930,06,Hollywood,0615,1,310,BURGLARY,0344,50,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,2300    SAN MARCO                    DR,,34.1134,-118.3319,,,,,1827,06037189600,446.89676665776545,2013
191426169,2019-12-22T00:00:00.000,2019-12-22,1615,14,Pacific,1494,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,25,M,B,101,STREET,AA,Adult Arrest,624,500    WORLD                        WY,,33.9428,-118.4054,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,3867,06037980028,1338.4413084092464,2019
151814364,2015-07-23T00:00:00.000,2015-07-23,1130,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,AO,Adult Other,510,88TH                         ST,FIGUEROA                     AV,33.9574,-118.2827,,,,,2265,06037240301,202.97209407249287,2015
131315496,2013-07-30T00:00:00.000,2013-07-30,0800,13,Newton,1363,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,70,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,4800 S  CENTRAL                      AV,,33.9999,-118.2565,,,,,2171,06037228710,205.39668503103357,2013
150325929,2015-12-04T00:00:00.000,2015-12-04,1645,03,Southwest,0358,1,480,BIKE - STOLEN,0344 1251,18,M,A,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,Invest Cont,480,600 W  35TH                         ST,,34.0204,-118.2809,,,,,2143,06037222700,441.42037253861963,2015
150413350,2015-08-17T00:00:00.000,2015-08-16,1830,04,Hollenbeck,0413,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,PASADENA,AVENUE 32,34.082,-118.214,,,,,1913,06037199002,355.6864616361058,2015
190324627,2019-11-14T00:00:00.000,2019-11-09,2000,03,Southwest,0328,1,480,BIKE - STOLEN,0344 1251 0397,20,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,480,1000 W  28TH                         ST,,34.0289,-118.2836,,,,,2152,06037224701,181.43091683640904,2019
161509199,2016-04-05T00:00:00.000,2016-03-30,1900,15,N Hollywood,1531,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,55,F,W,104,DRIVEWAY,IC,Invest Cont,331,12600    HATTERAS                     ST,,34.1758,-118.4073,,,,,1597,06037124400,237.60623135612695,2016
181910571,2018-05-06T00:00:00.000,2018-05-06,0520,19,Mission,1962,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,46,M,O,401,MINI-MART,IC,Invest Cont,442,9500    SEPULVEDA                    BL,,34.2428,-118.4675,,,,,1511,06037117201,318.4101534877396,2018
170901664,2017-10-03T00:00:00.000,2017-10-03,0030,09,Van Nuys,0974,1,761,BRANDISH WEAPON,2000 0401 0448 0334,26,M,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,4400    TOBIAS                       AV,,34.1525,-118.452,207,OTHER KNIFE,761,,1749,06037141304,102.71165590863617,2017
151213002,2015-05-11T00:00:00.000,2015-05-07,0800,12,77th Street,1203,2,354,THEFT OF IDENTITY,0377 0100,44,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5100    RUTHELEN                     ST,,33.9964,-118.3126,,,,,2200,06037232402,258.5566734394567,2015
190325721,2019-12-02T00:00:00.000,2019-11-28,2100,03,Southwest,0335,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,43,M,H,101,STREET,IC,Invest Cont,740,2700 W  30TH                         ST,,34.0276,-118.3248,,,,,2111,06037219010,157.10875926012844,2019
131411740,2013-04-24T00:00:00.000,2013-04-24,1730,14,Pacific,1454,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,404,DEPARTMENT STORE,AA,Adult Arrest,440,4300    GLENCOE                      AV,,33.9873,-118.4403,,,,,2407,06037275400,354.2438393008202,2013
190417348,2019-11-25T00:00:00.000,2019-11-17,0500,04,Hollenbeck,0466,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0913 1814 2000,39,F,H,101,STREET,AA,Adult Arrest,626,100 N  SOTO                         ST,,34.0437,-118.2098,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1952,06037204420,191.96957883822702,2019
161225330,2016-10-12T00:00:00.000,2016-10-12,0100,12,77th Street,1218,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 1251,28,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,800 W  57TH                         ST,,33.9905,-118.2871,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2204,06037232701,308.676219623621,2016
140323226,2014-11-06T00:00:00.000,2014-11-05,2300,03,Southwest,0355,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,F,H,401,MINI-MART,IC,Invest Cont,440,WESTERN,35TH,34.0247,-118.3089,,,,,2138,06037222002,500.06938914337974,2014
161812984,2016-06-17T00:00:00.000,2016-06-17,1600,18,Southeast,1849,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1258 0553,12,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,237,2100 E  114TH                        ST,,33.9315,-118.2349,,,,,2292,06037243100,136.18850456912637,2016
160624799,2016-12-07T00:00:00.000,2016-12-07,1900,06,Hollywood,0666,2,623,BATTERY POLICE (SIMPLE),1212,0,X,X,102,SIDEWALK,IC,Invest Cont,623,GOWER                        ST,SANTA MONICA                 BL,34.0908,-118.3223,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1853,06037190902,421.3486058430095,2016
161712822,2016-07-04T00:00:00.000,2016-07-04,1615,17,Devonshire,1761,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1309,50,F,W,101,STREET,IC,Invest Cont,230,21800    PLUMMER                      ST,,34.2427,-118.604,307,VEHICLE,,,1484,06037113237,592.9124928516485,2016
171307465,2017-02-27T00:00:00.000,2017-02-24,1100,13,Newton,1346,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,51,F,H,101,STREET,IC,Invest Cont,420,1400 E  43RD                         ST,,34.0059,-118.2497,,,,,2164,06037228220,127.03176412886386,2017
190816062,2019-09-23T00:00:00.000,2019-09-22,0115,08,West LA,0808,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,28,F,W,101,STREET,IC,Invest Cont,440,900    SANDPIPER                    CI,,34.1132,-118.4249,,,,,2293,06037261102,117.2513321356787,2019
180915802,2018-08-11T00:00:00.000,2018-07-31,1140,09,Van Nuys,0914,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394,35,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,341,14700    HARTLAND                     ST,,34.1948,-118.4541,,,,,1629,06037127803,304.348650480998,2018
160309114,2016-03-19T00:00:00.000,2016-03-19,1700,03,Southwest,0325,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0342 1202 0216,60,F,H,218,BEAUTY/BARBER SHOP,IC,Invest Cont,440,2600 S  VERMONT                      AV,,34.0328,-118.2915,,,,,2134,06037221810,257.7557286241164,2016
191012363,2019-07-17T00:00:00.000,2019-07-17,1155,10,West Valley,1007,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 2004,60,F,O,108,PARKING LOT,AA,Adult Arrest,740,SATICOY,BALBOA,34.2084,-118.5011,,,998,,1667,06037132102,797.9815437249936,2019
161006800,2016-03-11T00:00:00.000,2016-03-10,2140,10,West Valley,1001,2,624,BATTERY - SIMPLE ASSAULT,0400 0417 0429 0444 0552 1414 0602,18,M,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,624,19600    SATICOY                      ST,,34.2143,-118.5534,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1658,06037131600,127.7841890814854,2016
131516405,2013-08-18T00:00:00.000,2013-08-17,1900,15,N Hollywood,1569,1,330,BURGLARY FROM VEHICLE,1302 1601 0344,32,M,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,10500    MOORPARK                     ST,,34.1504,-118.3593,,,,,1757,06037143102,322.10866360455947,2013
170719572,2017-12-07T00:00:00.000,2017-12-07,1800,07,Wilshire,0711,1,350,"THEFT, PERSON",0346,21,M,O,101,STREET,IC,Invest Cont,350,OAKWOOD                      ST,FAIRFAX                      AV,34.0782,-118.3614,,,,,2070,06037214400,396.99850589918066,2017
161519380,2016-10-06T00:00:00.000,2016-10-05,2025,15,N Hollywood,1512,1,480,BIKE - STOLEN,0344,54,M,H,108,PARKING LOT,IC,Invest Cont,480,12700    SHERMAN                      WY,,34.2012,-118.4094,,,,,1576,06037123303,582.9516943294132,2016
172012772,2017-06-22T00:00:00.000,2017-06-22,2110,20,Olympic,2079,1,210,ROBBERY,1402 0342 0432 0344 0370 0416 0302 0305,52,M,H,101,STREET,IC,Invest Cont,210,MENLO                        AV,VENICE                       BL,34.0443,-118.2904,500,UNKNOWN WEAPON/OTHER WEAPON,998,,2121,06037221110,308.05635019015324,2017
161405177,2016-01-18T00:00:00.000,2016-01-18,1000,14,Pacific,1454,2,900,VIOLATION OF COURT ORDER,1501,37,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,900,4700    LA VILLA MARINA,,33.982,-118.4382,,,,,2405,06037275312,332.50094057936593,2016
151805715,2015-02-09T00:00:00.000,2015-02-08,1300,18,Southeast,1838,2,900,VIOLATION OF COURT ORDER,0602,31,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,900,10700    ANZAC                        AV,,33.9389,-118.2379,,,,,2290,06037243001,197.50513129552886,2015
180914307,2018-07-13T00:00:00.000,2018-07-07,0600,09,Van Nuys,0926,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2024,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,14300    GILMORE                      ST,,34.1877,-118.4444,,,,,1636,06037128102,301.295277874362,2018
190119358,2019-07-26T00:00:00.000,2019-06-29,1830,01,Central,0111,1,761,BRANDISH WEAPON,0443 0334,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,761,600 N  HILL                         ST,,34.0591,-118.2412,511,VERBAL THREAT,,,1974,06037207102,132.88440776524087,2019
141513800,2014-07-10T00:00:00.000,2014-07-09,2215,15,N Hollywood,1591,1,330,BURGLARY FROM VEHICLE,1420 0344 1609 1307,27,F,B,101,STREET,IC,Invest Cont,330,LAURELGROVE,VENTURA                      CT,34.1435,-118.4009,,,,,1763,06037143500,781.2891823005249,2014
150321410,2015-09-29T00:00:00.000,2015-09-29,1505,03,Southwest,0363,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1310 0416 0446 0419 0448 0319 0421 1243,20,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,626,4000    BUCKINGHAM                   RD,,34.0148,-118.3417,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2223,06037236101,32.09981405417073,2015
131419014,2013-07-25T00:00:00.000,2013-07-25,1500,14,Pacific,1425,1,210,ROBBERY,0522 0344 1402,99,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,210,3200    SAWTELLE                     BL,,34.0237,-118.4294,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,998,2375,06037271600,200.4162712269937,2013
170323602,2017-10-19T00:00:00.000,2017-10-19,0500,03,Southwest,0395,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,42ND,LA SALLE,34.0061,-118.3057,,,,,2187,06037231601,343.12734099725463,2017
161320007,2016-09-25T00:00:00.000,2016-09-25,0545,13,Newton,1317,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1413 0311,0,M,O,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,740,1900 S  CENTRAL                      AV,,34.0245,-118.2505,,,998,,2154,06037226001,390.96678292130264,2016
180915905,2018-08-13T00:00:00.000,2018-08-13,1920,09,Van Nuys,0935,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0552 1257 1309,2,M,H,101,STREET,AA,Adult Arrest,237,VAN NUYS                     BL,SYLVAN,34.1847,-118.4487,,,,,1640,06037128303,433.75832900133554,2018
150518948,2015-12-02T00:00:00.000,2015-12-02,0805,05,Harbor,0504,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1602 0325 0216,0,M,O,404,DEPARTMENT STORE,IC,Invest Cont,442,19500    NORMANDIE                    AV,,33.8481,-118.3041,,,,,2434,06037292001,517.1698796773794,2015
161426333,2016-10-23T00:00:00.000,2016-08-28,1000,14,Pacific,1452,1,480,BIKE - STOLEN,0344,48,M,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,480,00    TOPSAIL                      ST,,33.9684,-118.4582,,,,,2400,06037274202,686.6001277561128,2016
161809982,2016-04-26T00:00:00.000,2016-04-26,1900,18,Southeast,1844,2,888,TRESPASSING,2004,38,M,W,727,SHOPPING MALL (COMMON AREA),AA,Adult Arrest,888,400 E  IMPERIAL                     HY,,33.9345,-118.2623,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2274,06037240902,233.76878689457442,2016
161605134,2016-01-29T00:00:00.000,2016-01-28,2000,16,Foothill,1672,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,55,F,H,104,DRIVEWAY,IC,Invest Cont,420,11800    PEORIA                       ST,,34.2312,-118.3903,,,,,1555,06037121222,487.3810434660072,2016
170608900,2017-03-21T00:00:00.000,2017-02-27,1200,06,Hollywood,0645,2,354,THEFT OF IDENTITY,0377,20,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,1300 N  LA BREA                      AV,,34.0944,-118.3441,,,,,1836,06037189906,327.4527064242933,2017
161423019,2016-09-06T00:00:00.000,2016-09-06,0930,14,Pacific,1407,2,649,DOCUMENT FORGERY / STOLEN FELONY,0377 1402,0,M,W,710,OTHER PREMISE,IC,Invest Cont,649,10000    WASHINGTON                   BL,,34.0252,-118.4041,,,998,,2362,06037269906,94.07597284484436,2016
161206364,2016-02-04T00:00:00.000,2016-02-04,1000,12,77th Street,1241,2,946,OTHER MISCELLANEOUS CRIME,1810 0329,21,F,B,108,PARKING LOT,IC,Invest Cont,946,6400    BRYNHURST                    AV,,33.9817,-118.3338,,,,,2218,06037234902,33.21921608361291,2016
161522050,2016-11-23T00:00:00.000,2016-11-22,2000,15,N Hollywood,1548,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 1402,36,M,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,341,5300    DENNY                        AV,,34.1667,-118.3643,,,,,1607,06037125321,81.21946121741331,2016
160518945,2016-11-19T00:00:00.000,2016-10-11,1800,05,Harbor,0567,2,354,THEFT OF IDENTITY,0917 1822,35,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,200 W  17TH                         ST,,33.7287,-118.2814,,,,,2474,06037297120,330.80801412829686,2016
171911442,2017-05-12T00:00:00.000,2017-05-10,2300,19,Mission,1999,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,IC,Invest Cont,420,13600    WILLARD                      ST,,34.2178,-118.4287,,,,,1548,06037120400,274.6183479400774,2017
170132214,2017-12-19T00:00:00.000,2017-12-18,1200,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0448 0400 1251,11,M,H,517,MISSIONS/SHELTERS,IC,Invest Cont,624,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,,,,,1971,06037206302,99.16594108605388,2017
132013777,2013-07-26T00:00:00.000,2013-07-26,1200,20,Olympic,2029,2,354,THEFT OF IDENTITY,0100 0923 1202,65,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,3000 W  4TH                          ST,,34.0667,-118.2843,,,,,1999,06037208710,193.34384065517364,2013
160507816,2016-03-27T00:00:00.000,2016-03-27,2030,05,Harbor,0566,2,901,VIOLATION OF RESTRAINING ORDER,0562 1202,65,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,901,300 W  10TH                         ST,,33.7351,-118.2835,,,,,2473,06037297110,105.11231204497983,2016
140611672,2014-05-15T00:00:00.000,2014-05-15,0030,06,Hollywood,0656,1,310,BURGLARY,0344 1607,22,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,900 N  EL CENTRO                    AV,,34.0871,-118.3244,,,,,1869,06037191810,281.7581895303329,2014
150128364,2015-12-26T00:00:00.000,2015-12-26,0100,01,Central,0163,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,26,M,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,800 S  BROADWAY,,34.0438,-118.2547,,,,,1976,06037207303,116.11755323662923,2015
151719746,2015-11-29T00:00:00.000,2015-11-29,1640,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,W,404,DEPARTMENT STORE,IC,Invest Cont,442,9300    TAMPA                        AV,,34.244,-118.5583,,,,,1487,06037113301,102.90061950219452,2015
150218901,2015-10-04T00:00:00.000,2015-10-03,0140,02,Rampart,0205,2,624,BATTERY - SIMPLE ASSAULT,1313 0416 0419 0417 1259,27,F,H,102,SIDEWALK,AO,Adult Other,624,3000 W  SUNSET                       BL,,34.0839,-118.2741,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1900,06037195803,350.4777881794086,2015
181910363,2018-05-02T00:00:00.000,2018-05-01,2000,19,Mission,1961,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,15400    SUPERIOR                     ST,,34.2464,-118.4675,,,,,1510,06037117102,615.3595304952594,2018
