dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,geoid,distance_to_centroid
160122266,2016-08-29T00:00:00.000,2016-08-27T00:00:00.000,1630,01,Central,0128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24,M,H,203,OTHER BUSINESS,IC,Invest Cont,440,300 N  ALAMEDA                      ST,,34.0498,-118.24,,,,,06037206201,0.004336945007729125
160519288,2016-11-27T00:00:00.000,2016-11-27T00:00:00.000,1600,05,Harbor,0585,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,55,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,700 W  24TH                         ST,,33.7224,-118.2924,,,,,06037297201,0.002520874649797113
141312910,2014-06-14T00:00:00.000,2014-06-14T00:00:00.000,0001,13,Newton,1307,2,624,BATTERY - SIMPLE ASSAULT,0448 0416,52,F,B,503,HOTEL,IC,Invest Cont,624,800 E  7TH                          ST,,34.0396,-118.2451,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037206303,0.0027375657069646183
130322322,2013-10-15T00:00:00.000,2013-10-15T00:00:00.000,1845,03,Southwest,0358,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1251 0344,21,M,W,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,Invest Cont,440,900 W  35TH                         ST,,34.0231,-118.287,,,,,06037222700,0.0024233208619609766
180126082,2018-10-15T00:00:00.000,2018-10-12T00:00:00.000,0810,01,Central,0124,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,59,M,B,102,SIDEWALK,IC,Invest Cont,440,1ST                          ST,LOS ANGELES,34.0515,-118.2424,,,,,06037206201,0.004007529413491202
140611827,2014-05-18T00:00:00.000,2014-05-18T00:00:00.000,1630,06,Hollywood,0668,1,210,ROBBERY,0400 0448 0444,19,M,H,102,SIDEWALK,AO,Adult Other,210,1300 N  WESTERN                      AV,,34.0949,-118.3092,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037190901,0.004022460565377062
170318380,2017-08-02T00:00:00.000,2017-08-02T00:00:00.000,1945,03,Southwest,0359,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,28,F,H,203,OTHER BUSINESS,IC,Invest Cont,440,3500 S  FIGUEROA                     ST,,34.0204,-118.2809,,,,,06037224702,0.0042231524954669366
191013932,2019-08-23T00:00:00.000,2019-08-23T00:00:00.000,0855,10,West Valley,1001,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,19200    LANARK                       ST,,34.2175,-118.5514,,,,,06037131600,0.004800810452416613
131116531,2013-08-29T00:00:00.000,2013-08-01T00:00:00.000,1200,11,Northeast,1127,2,354,THEFT OF IDENTITY,0800,33,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5900    FAYETTE                      ST,,34.1194,-118.1905,,,,,06037183220,0.001288096657863303
152017704,2015-10-15T00:00:00.000,2015-10-15T00:00:00.000,2150,20,Olympic,2021,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0319 0416 0444 0448 0913 1814 2000 2002,24,F,W,108,PARKING LOT,AO,Adult Other,626,BRONSON,WILSHIRE,34.0617,-118.3178,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037211701,0.004349684241411846
161906482,2016-02-15T00:00:00.000,2016-02-12T00:00:00.000,2100,19,Mission,1971,2,901,VIOLATION OF RESTRAINING ORDER,1501 0432 0443,25,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,901,8900    ORION                        AV,,34.2319,-118.472,,,,,06037117405,0.0019845830796345262
150817881,2015-11-20T00:00:00.000,2015-11-18T00:00:00.000,2030,08,West LA,0889,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0419 1813 1241,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626,1900 S  ROBERTSON                    BL,,34.0449,-118.3866,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037269602,0.003278281562036751
141004647,2014-01-16T00:00:00.000,2014-01-15T00:00:00.000,1730,10,West Valley,1047,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,440,5500    BALBOA                       BL,,34.171,-118.5011,,,,,06037980024,0.004373216779444703
162121235,2016-12-23T00:00:00.000,2016-12-22T00:00:00.000,0700,21,Topanga,2126,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,32,F,B,101,STREET,IC,Invest Cont,331,7700    MILWOOD                      AV,,34.2098,-118.5945,,,,,06037134201,0.004761143770136619
151905916,2015-02-07T00:00:00.000,2015-02-06T00:00:00.000,0830,19,Mission,1985,1,310,BURGLARY,0344 1601,90,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,8800    TILDEN                       AV,,34.2295,-118.4489,,,,,06037120105,0.0020138401128194173
132117541,2013-10-28T00:00:00.000,2013-10-27T00:00:00.000,1930,21,Topanga,2149,1,330,BURGLARY FROM VEHICLE,0321 0344 1307,53,F,W,101,STREET,IC,Invest Cont,330,7100    JUMILLA                      AV,,34.1988,-118.5634,,,,,06037134802,0.004667982219333332
161423546,2016-09-13T00:00:00.000,2016-08-21T00:00:00.000,1444,14,Pacific,1488,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203,OTHER BUSINESS,IC,Invest Cont,668,9000    AIRPORT                      BL,,33.9553,-118.3857,,,,,06037277200,0.002781223112227086
190517034,2019-10-18T00:00:00.000,2019-10-17T00:00:00.000,1700,05,Harbor,0532,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0321 0377 1300 0344,29,F,H,101,STREET,IC,Invest Cont,331,1300    MCDONALD                     AV,,33.7887,-118.2717,,,,,06037294510,0.0024708290106719186
141407234,2014-02-13T00:00:00.000,2014-02-13T00:00:00.000,0830,14,Pacific,1454,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,M,X,203,OTHER BUSINESS,IC,Invest Cont,440,4300    GLENCOE                      AV,,33.9873,-118.4403,,,,,06037275400,0.003195711188450709
131605352,2013-02-04T00:00:00.000,2013-02-02T00:00:00.000,0500,16,Foothill,1656,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0386 0344,53,M,O,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,331,8600    APPERSON                     ST,,34.2561,-118.3201,,,,,06037103401,0.000977246130711913
170705612,2017-02-07T00:00:00.000,2017-02-07T00:00:00.000,0800,07,Wilshire,0726,1,310,BURGLARY,0321 0344,46,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,200 S  FORMOSA                      AV,,34.071,-118.3462,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037214505,0.004089360096639796
141700728,2014-04-25T00:00:00.000,2014-04-24T00:00:00.000,1900,17,Devonshire,1758,1,520,VEHICLE - ATTEMPT STOLEN,1402 1612 0216,52,M,W,203,OTHER BUSINESS,IC,Invest Cont,520,10200    WOODLEY                      AV,,34.2556,-118.4849,,,998,,06037109800,0.0038627664956641336
150501174,2015-10-17T00:00:00.000,2015-10-16T00:00:00.000,1200,05,Harbor,0524,1,310,BURGLARY,0344 1607 0321 0354,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,1200 W  C                            ST,,33.772,-118.2762,,,,,06037294900,0.0032700000000013326
131412471,2013-05-04T00:00:00.000,2013-04-08T00:00:00.000,2330,14,Pacific,1452,2,860,BATTERY WITH SEXUAL CONTACT,0400 0448,51,F,W,207,BAR/COCKTAIL/NIGHTCLUB,IC,Invest Cont,860,00    WASHINGTON                   BL,,33.9793,-118.4666,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037273902,0.005301602022031208
161325105,2016-12-21T00:00:00.000,2016-11-30T00:00:00.000,1530,13,Newton,1333,1,330,BURGLARY FROM VEHICLE,1611 0344 0352 1221,44,F,H,108,PARKING LOT,IC,Invest Cont,330,JEFFERSON                    BL,SAN PEDRO                    ST,34.0154,-118.2653,,,,,06037226701,0.0025414991638785835
171404083,2016-12-29T00:00:00.000,2016-12-29T00:00:00.000,0810,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,34,F,O,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,440,300    WORLD                        WY,,33.944,-118.4073,,,,,06037980028,0.016484486798204565
141519059,2014-10-19T00:00:00.000,2013-12-24T00:00:00.000,0700,15,N Hollywood,1522,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",0930 1822,54,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,653,7100    COLDWATER CANYON             AV,,34.1995,-118.4138,,,,,06037123303,0.0037911535183906713
180307332,2018-02-19T00:00:00.000,2018-02-19T00:00:00.000,1415,03,Southwest,0393,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 1251 2024 1259 0445 0443,15,F,B,101,STREET,AA,Adult Arrest,230,4200    CRENSHAW                     BL,,34.0085,-118.3351,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,,,06037234301,0.003868587597561752
131005148,2013-01-27T00:00:00.000,2013-01-26T00:00:00.000,1840,10,West Valley,1028,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,81,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740,16600    VANOWEN                      ST,,34.1939,-118.4946,,,,,06037132101,0.0036346005282558123
170605496,2017-01-28T00:00:00.000,2017-01-28T00:00:00.000,0515,06,Hollywood,0659,1,330,BURGLARY FROM VEHICLE,0344,56,M,H,101,STREET,IC,Invest Cont,330,SUNSET                       BL,KINGSLEY,34.0981,-118.3032,,,,,06037191110,0.0019516649302615677
141000546,2014-01-26T00:00:00.000,2014-01-25T00:00:00.000,2145,10,West Valley,1018,1,761,BRANDISH WEAPON,0334 1402 0603,43,M,H,104,DRIVEWAY,AO,Adult Other,761,7300    WOODLEY                      AV,,34.203,-118.4837,215,MACHETE,998,,06037980008,0.003961708848460643
150308252,2015-03-12T00:00:00.000,2015-03-08T00:00:00.000,1500,03,Southwest,0377,2,624,BATTERY - SIMPLE ASSAULT,2000 1813 0400 0444,50,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,1200 W  38TH                         ST,,34.0173,-118.2973,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",626,,06037231210,0.00273468096859009
191914444,2019-08-04T00:00:00.000,2019-08-04T00:00:00.000,1400,19,Mission,1991,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1813 0444 0451 0421 0422 1276 0448 2000 0913,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,236,8100 N  SEPULVEDA                    BL,,34.2184,-118.4698,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037127520,0.0009874735439571072
141504627,2014-01-12T00:00:00.000,2014-01-08T00:00:00.000,0830,15,N Hollywood,1566,1,210,ROBBERY,1913 0100 0344 0104 0346 0431,25,M,W,108,PARKING LOT,IC,Invest Cont,210,RIVERSIDE                    DR,LANKERSHIM                   BL,34.1523,-118.3691,512,MACE/PEPPER SPRAY,,,06037143200,0.003422052308187857
151720774,2015-12-19T00:00:00.000,2015-12-19T00:00:00.000,1611,17,Devonshire,1764,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,33,M,B,404,DEPARTMENT STORE,AA,Adult Arrest,442,9300    TAMPA                        AV,,34.244,-118.5583,,,998,,06037113301,0.0010301223228360592
131004913,2013-01-21T00:00:00.000,2013-01-21T00:00:00.000,1100,10,West Valley,1091,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352,59,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,341,3700    GREEN GABLES                 DR,,34.138,-118.5598,,,,,06037139802,0.010444010005741007
161404544,2016-01-09T00:00:00.000,2016-01-07T00:00:00.000,0600,14,Pacific,1444,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,47,M,W,707,GARAGE/CARPORT,IC,Invest Cont,331,13600    MARINA POINTE                DR,,33.9857,-118.4435,,,,,06037274100,0.003877122773402047
130619109,2013-08-06T00:00:00.000,2013-08-06T00:00:00.000,0930,06,Hollywood,0615,1,310,BURGLARY,0344,50,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,2300    SAN MARCO                    DR,,34.1134,-118.3319,,,,,06037189600,0.004053771823870246
191426169,2019-12-22T00:00:00.000,2019-12-22T00:00:00.000,1615,14,Pacific,1494,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,25,M,B,101,STREET,AA,Adult Arrest,624,500    WORLD                        WY,,33.9428,-118.4054,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037980028,0.014449640306940794
151814364,2015-07-23T00:00:00.000,2015-07-23T00:00:00.000,1130,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,AO,Adult Other,510,88TH                         ST,FIGUEROA                     AV,33.9574,-118.2827,,,,,06037240301,0.0019681831723726757
131315496,2013-07-30T00:00:00.000,2013-07-30T00:00:00.000,0800,13,Newton,1363,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1501,70,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,4800 S  CENTRAL                      AV,,33.9999,-118.2565,,,,,06037228710,0.002219212472932807
150325929,2015-12-04T00:00:00.000,2015-12-04T00:00:00.000,1645,03,Southwest,0358,1,480,BIKE - STOLEN,0344 1251,18,M,A,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,IC,Invest Cont,480,600 W  35TH                         ST,,34.0204,-118.2809,,,,,06037224702,0.0042231524954669366
150413350,2015-08-17T00:00:00.000,2015-08-16T00:00:00.000,1830,04,Hollenbeck,0413,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,PASADENA,AVENUE 32,34.082,-118.214,,,,,06037199002,0.003840859929754357
190324627,2019-11-14T00:00:00.000,2019-11-09T00:00:00.000,2000,03,Southwest,0328,1,480,BIKE - STOLEN,0344 1251 0397,20,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,480,1000 W  28TH                         ST,,34.0289,-118.2836,,,,,06037224701,0.001960424698890607
161509199,2016-04-05T00:00:00.000,2016-03-30T00:00:00.000,1900,15,N Hollywood,1531,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,55,F,W,104,DRIVEWAY,IC,Invest Cont,331,12600    HATTERAS                     ST,,34.1758,-118.4073,,,,,06037124400,0.0023643369049197423
181910571,2018-05-06T00:00:00.000,2018-05-06T00:00:00.000,0520,19,Mission,1962,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,46,M,O,401,MINI-MART,IC,Invest Cont,442,9500    SEPULVEDA                    BL,,34.2428,-118.4675,,,,,06037117201,0.0030924031108524
170901664,2017-10-03T00:00:00.000,2017-10-03T00:00:00.000,0030,09,Van Nuys,0974,1,761,BRANDISH WEAPON,2000 0401 0448 0334,26,M,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,4400    TOBIAS                       AV,,34.1525,-118.452,207,OTHER KNIFE,761,,06037141304,0.0009261932843655041
151213002,2015-05-11T00:00:00.000,2015-05-07T00:00:00.000,0800,12,77th Street,1203,2,354,THEFT OF IDENTITY,0377 0100,44,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5100    RUTHELEN                     ST,,33.9964,-118.3126,,,,,06037232402,0.0023832484133998705
190325721,2019-12-02T00:00:00.000,2019-11-28T00:00:00.000,2100,03,Southwest,0335,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,43,M,H,101,STREET,IC,Invest Cont,740,2700 W  30TH                         ST,,34.0276,-118.3248,,,,,06037219010,0.0016983736337950785
131411740,2013-04-24T00:00:00.000,2013-04-24T00:00:00.000,1730,14,Pacific,1454,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,404,DEPARTMENT STORE,AA,Adult Arrest,440,4300    GLENCOE                      AV,,33.9873,-118.4403,,,,,06037275400,0.003195711188450709
190417348,2019-11-25T00:00:00.000,2019-11-17T00:00:00.000,0500,04,Hollenbeck,0466,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0913 1814 2000,39,F,H,101,STREET,AA,Adult Arrest,626,100 N  SOTO                         ST,,34.0437,-118.2098,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037204420,0.0019090010476626586
161225330,2016-10-12T00:00:00.000,2016-10-12T00:00:00.000,0100,12,77th Street,1218,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 1251,28,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,800 W  57TH                         ST,,33.9905,-118.2871,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037232701,0.003037206940601398
140323226,2014-11-06T00:00:00.000,2014-11-05T00:00:00.000,2300,03,Southwest,0355,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,F,H,401,MINI-MART,IC,Invest Cont,440,WESTERN,35TH,34.0247,-118.3089,,,,,06037222002,0.0050517815669421165
161812984,2016-06-17T00:00:00.000,2016-06-17T00:00:00.000,1600,18,Southeast,1849,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1258 0553,12,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,237,2100 E  114TH                        ST,,33.9315,-118.2349,,,,,06037243100,0.0012441338352434694
160624799,2016-12-07T00:00:00.000,2016-12-07T00:00:00.000,1900,06,Hollywood,0666,2,623,BATTERY POLICE (SIMPLE),1212,0,X,X,102,SIDEWALK,IC,Invest Cont,623,GOWER                        ST,SANTA MONICA                 BL,34.0908,-118.3223,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037190801,0.004033840849612423
161712822,2016-07-04T00:00:00.000,2016-07-04T00:00:00.000,1615,17,Devonshire,1761,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1309,50,F,W,101,STREET,IC,Invest Cont,230,21800    PLUMMER                      ST,,34.2427,-118.604,307,VEHICLE,,,06037113237,0.006372932213663335
171307465,2017-02-27T00:00:00.000,2017-02-24T00:00:00.000,1100,13,Newton,1346,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,51,F,H,101,STREET,IC,Invest Cont,420,1400 E  43RD                         ST,,34.0059,-118.2497,,,,,06037228220,0.0013614628162353164
190816062,2019-09-23T00:00:00.000,2019-09-22T00:00:00.000,0115,08,West LA,0808,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 1822 0344,28,F,W,101,STREET,IC,Invest Cont,440,900    SANDPIPER                    CI,,34.1132,-118.4249,,,,,06037261102,0.0012453898987905992
180915802,2018-08-11T00:00:00.000,2018-07-31T00:00:00.000,1140,09,Van Nuys,0914,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394,35,M,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,341,14700    HARTLAND                     ST,,34.1948,-118.4541,,,,,06037127803,0.002832204265231363
160309114,2016-03-19T00:00:00.000,2016-03-19T00:00:00.000,1700,03,Southwest,0325,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0342 1202 0216,60,F,H,218,BEAUTY/BARBER SHOP,IC,Invest Cont,440,2600 S  VERMONT                      AV,,34.0328,-118.2915,,,,,06037221810,0.0023453255637543857
191012363,2019-07-17T00:00:00.000,2019-07-17T00:00:00.000,1155,10,West Valley,1007,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402 2004,60,F,O,108,PARKING LOT,AA,Adult Arrest,740,SATICOY,BALBOA,34.2084,-118.5011,,,998,,06037132102,0.007459437043096161
161006800,2016-03-11T00:00:00.000,2016-03-10T00:00:00.000,2140,10,West Valley,1001,2,624,BATTERY - SIMPLE ASSAULT,0400 0417 0429 0444 0552 1414 0602,18,M,O,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,624,19600    SATICOY                      ST,,34.2143,-118.5534,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037131600,0.0013783254332784837
131516405,2013-08-18T00:00:00.000,2013-08-17T00:00:00.000,1900,15,N Hollywood,1569,1,330,BURGLARY FROM VEHICLE,1302 1601 0344,32,M,W,123,PARKING UNDERGROUND/BUILDING,IC,Invest Cont,330,10500    MOORPARK                     ST,,34.1504,-118.3593,,,,,06037143102,0.00345711237884154
170719572,2017-12-07T00:00:00.000,2017-12-07T00:00:00.000,1800,07,Wilshire,0711,1,350,"THEFT, PERSON",0346,21,M,O,101,STREET,IC,Invest Cont,350,OAKWOOD                      ST,FAIRFAX                      AV,34.0782,-118.3614,,,,,06037214400,0.004301338977572404
161519380,2016-10-06T00:00:00.000,2016-10-05T00:00:00.000,2025,15,N Hollywood,1512,1,480,BIKE - STOLEN,0344,54,M,H,108,PARKING LOT,IC,Invest Cont,480,12700    SHERMAN                      WY,,34.2012,-118.4094,,,,,06037123303,0.005413394960649283
172012772,2017-06-22T00:00:00.000,2017-06-22T00:00:00.000,2110,20,Olympic,2079,1,210,ROBBERY,1402 0342 0432 0344 0370 0416 0302 0305,52,M,H,101,STREET,IC,Invest Cont,210,MENLO                        AV,VENICE                       BL,34.0443,-118.2904,500,UNKNOWN WEAPON/OTHER WEAPON,998,,06037221120,0.0031784733756986968
161405177,2016-01-18T00:00:00.000,2016-01-18T00:00:00.000,1000,14,Pacific,1454,2,900,VIOLATION OF COURT ORDER,1501,37,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,900,4700    LA VILLA MARINA,,33.982,-118.4382,,,,,06037275312,0.003371579600121532
151805715,2015-02-09T00:00:00.000,2015-02-08T00:00:00.000,1300,18,Southeast,1838,2,900,VIOLATION OF COURT ORDER,0602,31,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,900,10700    ANZAC                        AV,,33.9389,-118.2379,,,,,06037243001,0.0020290847690568703
180914307,2018-07-13T00:00:00.000,2018-07-07T00:00:00.000,0600,09,Van Nuys,0926,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2024,34,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,14300    GILMORE                      ST,,34.1877,-118.4444,,,,,06037128102,0.0027160357140527964
190119358,2019-07-26T00:00:00.000,2019-06-29T00:00:00.000,1830,01,Central,0111,1,761,BRANDISH WEAPON,0443 0334,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,761,600 N  HILL                         ST,,34.0591,-118.2412,511,VERBAL THREAT,,,06037207102,0.0012156389266578587
141513800,2014-07-10T00:00:00.000,2014-07-09T00:00:00.000,2215,15,N Hollywood,1591,1,330,BURGLARY FROM VEHICLE,1420 0344 1609 1307,27,F,B,101,STREET,IC,Invest Cont,330,LAURELGROVE,VENTURA                      CT,34.1435,-118.4009,,,,,06037143500,0.00783686493439945
150321410,2015-09-29T00:00:00.000,2015-09-29T00:00:00.000,1505,03,Southwest,0363,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1310 0416 0446 0419 0448 0319 0421 1243,20,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,626,4000    BUCKINGHAM                   RD,,34.0148,-118.3417,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037236101,0.00029086938649658893
131419014,2013-07-25T00:00:00.000,2013-07-25T00:00:00.000,1500,14,Pacific,1425,1,210,ROBBERY,0522 0344 1402,99,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,210,3200    SAWTELLE                     BL,,34.0237,-118.4294,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,998,06037271600,0.0019111907283169028
170323602,2017-10-19T00:00:00.000,2017-10-19T00:00:00.000,0500,03,Southwest,0395,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,42ND,LA SALLE,34.0061,-118.3057,,,,,06037231601,0.003631953331200333
161320007,2016-09-25T00:00:00.000,2016-09-25T00:00:00.000,0545,13,Newton,1317,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1413 0311,0,M,O,210,RESTAURANT/FAST FOOD,AA,Adult Arrest,740,1900 S  CENTRAL                      AV,,34.0245,-118.2505,,,998,,06037226001,0.004149602029103425
